來源網址,卡號,稀有度,卡片名稱,類型,等級,力量,Trigger,顏色,Cost,Soul,特徵,效果說明
https://yuyu-tei.jp/sell/ws/card/thp/10180,THP/S130-097,U,神隠しの主犯 紫   （カミカクシノシュハン ユカリ）,キャラ,0,1500,0,青色,0,1,"幻想郷, 境界","【自】［手札のCXを1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻す。
【自】［このカードを手札に戻す］ あなたのトリガーアイコンがのCXがCX置場に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋2500。"
https://yuyu-tei.jp/sell/ws/card/thp/10181,THP/S130-098,U,冬の忘れ物 レティ   （フユノワスレモノ レティ）,キャラ,2,2500,1,青色,1,1,"幻想郷, 冬","【自】［(1) 手札の《幻想郷》のキャラを1枚控え室に置き、あなたの舞台のキャラを1枚控え室に置く］ あなたがこのカードの『助太刀』を使った時、あなたはコストを払ってよい。そうしたら、あなたは相手の、レベルが相手のレベルより高いキャラを1枚選び、山札の下に置く。
【起】【カウンター】 助太刀2500 レベル2 ［(1) 手札のこのカードを控え室に置く］ （あなたは自分のフロントアタックされているキャラを1枚選び、そのターン中、パワーを＋2500）"
https://yuyu-tei.jp/sell/ws/card/thp/10182,THP/S130-099,U,すきま妖怪の式 藍   （スキマヨウカイノシキ ラン）,キャラ,2,3000,1,青色,1,1,"幻想郷, 式神","【永】 あなたのターン中、他のあなたの《幻想郷》のキャラすべてに、パワーを＋2000。
【自】 このカードが手札から舞台に置かれた時、あなたは自分の控え室の「凶兆の黒猫 橙」を1枚選び、このカードの下にマーカーとして表向きに置いてよい。
【起】［手札の青のカードを1枚控え室に置く］ あなたはこのカードのマーカーの「凶兆の黒猫 橙」を1枚選び、舞台の好きな枠に置く。ターンの終わりに、あなたはそのキャラをこのカードの下にマーカーとして表向きに置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10183,THP/S130-100,U,不自然な冷気 チルノ   （フシゼンナレイキ チルノ）,キャラ,2,6500,1,青色,1,1,"幻想郷, 霧の湖","【自】 このカードがアタックした時、そのターン中、このカードのパワーを＋Ｘ。Ｘは他のあなたの《幻想郷》のキャラの枚数×1500に等しい。
【自】【CXコンボ】 このカードのアタックの終わりに、CX置場に「氷符「アイシクルフォール」」があり、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札の上から2枚を、控え室に置き、自分の控え室のレベルＸ以下の《幻想郷》のキャラを1枚まで選び、手札に戻し、自分の控え室の《幻想郷》のキャラを1枚まで選び、ストック置場に置く。Ｘはこの効果で控え室に置かれたカードのレベルの合計に等しい。（CXのレベルは0として扱う）"
https://yuyu-tei.jp/sell/ws/card/thp/10184,THP/S130-101,U,見た目だけ賑やかな妖怪 アリス   （ミタメダケニギヤカナヨウカイ アリス）,キャラ,3,8500,1,青色,2,2,"幻想郷, 魔法の森","【永】 あなたか相手の、レベル3以上のキャラがいて、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたの手札のこのカードのレベルを-1。
【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】［他のあなたの舞台の《幻想郷》のキャラを1枚控え室に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは相手のレベル1以上のキャラを1枚選び、相手は自分の控え室のレベルＸ以下のキャラを1枚選び、入れ替える。Ｘはあなたが選んだキャラのレベル-1に等しい。"
https://yuyu-tei.jp/sell/ws/card/thp/10185,THP/S130-102,U,半人半霊 妖夢   （ハンジンハンレイ ヨウム）,キャラ,3,10500,1,青色,2,1,"幻想郷, 白玉楼","【自】 このカードが手札から舞台に置かれた時か「幽冥楼閣の亡霊少女 幽々子」の【自】の効果で舞台に置かれた時、次の2つの効果のうちあなたが選んだ1つを行う。『あなたは自分のクロックの上から1枚を、控え室に置いてよい。』『あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻してよい。』
【自】［(3) 手札を2枚控え室に置く］ このカードがアタックした時、他のあなたの「幽冥楼閣の亡霊少女 幽々子」がいるなら、あなたはコストを払ってよい。そうしたら、相手に1ダメージを2回与え、そのターン中、このカードのパワーを＋2000。（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10186,THP/S130-103,C,恒久の姫 阿梨夜   （コウキュウノヒメ アリヤ）,キャラ,1,2000,0,青色,0,1,"幻想郷, 浅間浄穢山","【自】 このカードが手札から舞台に置かれた時、あなたは相手のキャラを1枚選び、次の相手のターンの終わりまで、次の能力を与える。『【永】 このカードは他の枠に動かせない。』
【自】 このカードが【リバース】した時、このカードのバトル相手のコストが0以下なら、あなたはそのキャラを山札の下に置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10187,THP/S130-104,C,無敗の剛欲同盟長 尤魔   （ムハイノゴウヨクドウメイチョウ ユウマ）,キャラ,1,3500,0,青色,0,1,"幻想郷, 剛欲同盟","【永】 このカードの下にマーカーがあるなら、このカードのパワーを＋2500し、このカードは次の能力を得る。『【自】 このカードのバトル相手が【リバース】した時、あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻し、自分の手札を1枚選び、控え室に置く。』
【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラかイベントならこのカードの下にマーカーとして表向きに置いてよい。（そうしないなら元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10188,THP/S130-105,C,プリズムリバー三姉妹   （プリズムリバーサンシマイ）,キャラ,1,4000,0,青色,0,1,"幻想郷, 音楽","【自】 このカードが手札から舞台に置かれた時、そのターン中、このカードのパワーを＋3500し、このカードは次の能力を得る。『【自】 ターンの終わりに、このカードを控え室に置く。』
【自】 このカードがアタックした時、あなたは他の自分の《幻想郷》のキャラを1枚選び、そのターン中、パワーを＋2000。"
https://yuyu-tei.jp/sell/ws/card/thp/10189,THP/S130-106,C,春を運ぶ妖精 リリーホワイト   （ハルヲハコブヨウセイ リリーホワイト）,キャラ,1,4500,1,青色,1,1,"幻想郷, 春","【永】 あなたのターン中、このカードの下のマーカー1枚につき、このカードのパワーを＋2000。
【自】 このカードが手札から舞台に置かれた時、あなたは自分の控え室の「湖上の氷精 チルノ」を3枚まで選び、このカードの下にマーカーとして好きな順番で表向きに置く。
【自】［(1)］ アンコールステップの始めに、他のあなたの前列の【レスト】しているキャラがいないなら、あなたはコストを払ってよい。そうしたら、このカードを【レスト】する。"
https://yuyu-tei.jp/sell/ws/card/thp/10190,THP/S130-107,C,凶兆の黒猫 橙   （キョウチョウノクロネコ チェン）,キャラ,2,4500,1,青色,1,1,"幻想郷, 式神","【永】 あなたのターン中、他のあなたの「すきま妖怪の式 藍」がいるなら、このカードのパワーを＋4000し、このカードは次の能力を得る。『【自】［(1)］ このカードがアタックした時、あなたはコストを払ってよい。そうしたら、そのアタック中、あなたはトリガーステップにトリガーチェックを2回行う。』
【自】 このカードのバトル相手が【リバース】した時、あなたはそのキャラを山札の下に置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10191,THP/S130-108,R,人妖の境界   （ジンヨウノキョウカイ）,イベント,1,,0,青色,1,,,"このカードは、あなたの《幻想郷》のキャラがいないなら、手札からプレイできない。このカードは、色条件を満たさずに手札からプレイできる。
あなたは自分の控え室の《幻想郷》のキャラを1枚選び、手札に戻す。このカードを思い出にする。
【自】 記憶 ［手札のCXを1枚公開する］ 思い出置場にこのカードがあるなら、あなたのCXフェイズの始めに、あなたはコストを払ってよい。そうしたら、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋1000。"
https://yuyu-tei.jp/sell/ws/card/thp/10192,THP/S130-109,CR,「反魂蝶　‐八分咲‐」   （「ハンゴンチョウ　‐ハチブザキ‐」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10193,THP/S130-110,CR,天上剣「天人の五衰」   （テンジョウケン「テンニンノゴスイ」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10194,THP/S130-111,CR,氷符「アイシクルフォール」   （ヒョウフ「アイシクルフォール」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10195,THP/S130-112,PR,「ブレイジングスター」   （「ブレイジングスター」）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10196,THP/S130-112S,PR,「ブレイジングスター」(箔押し入り)   （「ブレイジングスター」）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10197,THP/S130-113,PR,魔符「スターダストレヴァリエ」   （該当なし）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10198,THP/S130-113S,PR,魔符「スターダストレヴァリエ」(箔押し入り)   （マフ「スターダストレヴァリエ」）,クライマックス,,,I,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のトリガーアイコンにがあるキャラを1枚選び、手札に戻すかストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10199,THP/S130-114,PR,永夜符「蓬莱壺中の弾の枝」   （エイヤフ「ホウライコチュウノタマノエダ」）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10200,THP/S130-114S,PR,永夜符「蓬莱壺中の弾の枝」(箔押し入り)   （該当なし）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10201,THP/S130-115,PR,波符「赤眼催眠（マインドシェイカー）」   （ナミフ「マインドシェイカー」）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10202,THP/S130-115S,PR,波符「赤眼催眠（マインドシェイカー）」(箔押し入り)   （ナミフ「マインドシェイカー」）,クライマックス,,,1A,黄色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは相手のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10203,THP/S130-116,PR,想起「テリブルスーヴニール」   （ソウキ「テリブルスーヴニール」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10204,THP/S130-116S,PR,想起「テリブルスーヴニール」(箔押し入り)   （ソウキ「テリブルスーヴニール」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10205,THP/S130-117,PR,「サブタレイニアンローズ」   （「サブタレイニアンローズ」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10206,THP/S130-117S,PR,「サブタレイニアンローズ」(箔押し入り)   （「サブタレイニアンローズ」）,クライマックス,,,F,緑色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたはこのカードを手札に戻す。あなたは自分の山札の上から1枚を、ストック置場に置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10207,THP/S130-118,PR,疾風「風神少女」   （シップウ「フウジンショウジョ」）,クライマックス,,,2,緑色,,,,【自】 このカードが手札からCX置場に置かれた時、あなたは自分の控え室のレベル1以下のキャラを1枚まで選び、ストック置場に置き、自分のキャラすべてに、そのターン中、ソウルを＋1。
https://yuyu-tei.jp/sell/ws/card/thp/10208,THP/S130-118S,PR,疾風「風神少女」(箔押し入り)   （シップウ「フウジンショウジョ」）,クライマックス,,,2,緑色,,,,【自】 このカードが手札からCX置場に置かれた時、あなたは自分の控え室のレベル1以下のキャラを1枚まで選び、ストック置場に置き、自分のキャラすべてに、そのターン中、ソウルを＋1。
https://yuyu-tei.jp/sell/ws/card/thp/10209,THP/S130-119,PR,夢符「封魔陣」   （ユメフ「フウマジン」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10210,THP/S130-119S,PR,夢符「封魔陣」(箔押し入り)   （ユメフ「フウマジン」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10211,THP/S130-120,PR,「紅色の幻想郷」   （「アカイロノゲンソウキョウ」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10212,THP/S130-120S,PR,「紅色の幻想郷」(箔押し入り)   （「アカイロノゲンソウキョウ」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10213,THP/S130-121,PR,「夢想天生」   （「ムソウテンセイ」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10214,THP/S130-121S,PR,「夢想天生」(箔押し入り)   （「ムソウテンセイ」）,クライマックス,,,C,赤色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のキャラを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10215,THP/S130-122,PR,禁忌「レーヴァテイン」   （キンキ「レーヴァテイン」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10216,THP/S130-122S,PR,禁忌「レーヴァテイン」(箔押し入り)   （キンキ「レーヴァテイン」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10217,THP/S130-123,PR,「全人類の緋想天」   （「ゼンジンルイノヒソウテン」）,クライマックス,,,2,赤色,,,,【永】 あなたのキャラすべてに、ソウルを＋2。
https://yuyu-tei.jp/sell/ws/card/thp/10218,THP/S130-123S,PR,「全人類の緋想天」(箔押し入り)   （「ゼンジンルイノヒソウテン」）,クライマックス,,,2,赤色,,,,【永】 あなたのキャラすべてに、ソウルを＋2。
https://yuyu-tei.jp/sell/ws/card/thp/10219,THP/S130-124,PR,幻象「ルナクロック」   （ゲンショウ「ルナクロック」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10220,THP/S130-124S,PR,幻象「ルナクロック」(箔押し入り)   （ゲンショウ「ルナクロック」）,クライマックス,,,1H,赤色,,,,"【自】 このカードが手札からCX置場に置かれた時、の効果を行う。
（：このカードがトリガーした時、あなたは自分の控え室の自分のレベル＋1以下のレベルのキャラを1枚選び、舞台の好きな枠に【レスト】して置いてよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10221,THP/S130-125,PR,「反魂蝶　‐八分咲‐」   （「ハンゴンチョウ　‐ハチブザキ‐」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10222,THP/S130-125S,PR,「反魂蝶　‐八分咲‐」(箔押し入り)   （「ハンゴンチョウ　‐ハチブザキ‐」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10223,THP/S130-126,PR,天上剣「天人の五衰」   （テンジョウケン「テンニンノゴスイ」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10224,THP/S130-126S,PR,天上剣「天人の五衰」(箔押し入り)   （テンジョウケン「テンニンノゴスイ」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10225,THP/S130-127,PR,氷符「アイシクルフォール」   （ヒョウフ「アイシクルフォール」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10226,THP/S130-127S,PR,氷符「アイシクルフォール」(箔押し入り)   （ヒョウフ「アイシクルフォール」）,クライマックス,,,1G,青色,,,,"【永】 あなたのキャラすべてに、パワーを＋1000し、ソウルを＋1。
（：このカードがトリガーした時、あなたは自分の控え室のCXを1枚選び、手札に戻してよい）"
https://yuyu-tei.jp/sell/ws/card/thp/10227,THP/S130-128S,PR,メイガスナイト 魔理沙(箔押し入り)   （メイガスナイト マリサ）,キャラ,0,1000,0,黄色,0,1,"幻想郷, 魔法の森","【自】 このカードが手札から舞台に置かれた時、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、そのターン中、このカードのパワーを＋2000。（公開したカードは元に戻す）
【自】［(1) あなたの山札の上から1枚をクロック置場に置く］ このカードが手札から舞台に置かれた時、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を見てレベル1以下のキャラを1枚まで選んで相手に見せ、手札に加え、その山札をシャッフルする。この能力のコストでクロック置場に置かれたCXがあるなら、あなたは自分の山札の上から1枚を、ストック置場に置いてよい。"
https://yuyu-tei.jp/sell/ws/card/thp/10228,THP/S130-129S,PR,蓬莱の人の形 妹紅(箔押し入り)   （ホウライノヒトノカタチ モコウ）,キャラ,3,8500,1,黄色,2,2,"幻想郷, 迷いの竹林","【永】 あなたの《幻想郷》のキャラが4枚以上なら、あなたの手札のこのカードのレベルを-1。
【自】 このカードが手札から舞台に置かれた時、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分のクロックの上から1枚までを、控え室に置き、そのターン中、このカードのパワーを＋2000。
【自】 このカードが【リバース】した時、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、あなたはこのカードを手札に戻してよい。（公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10229,THP/S130-130S,PR,普通の魔法使い 魔理沙(箔押し入り)   （フツウノマホウツカイ マリサ）,キャラ,3,10000,1,黄色,2,1,"幻想郷, 魔法の森","【自】 このカードが手札から舞台に置かれた時、次の行動を2回行う。『［手札の《幻想郷》のキャラを1枚控え室に置く］ あなたはコストを払ってよい。そうしたら、あなたは1枚引く。』
【自】【CXコンボ】［(2) 手札を2枚控え室に置き、他のあなたの舞台の《幻想郷》のキャラを1枚控え室に置く］ このカードがアタックした時、CX置場に「「ブレイジングスター」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたはコストを払ってよい。そうしたら、あなたは好きな数を宣言し、相手にＸダメージを2回与える。Ｘはあなたの宣言した数に等しい。（マイナスの数は宣言できない。ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10230,THP/S130-131S,PR,本怖！貴方の後ろにいるよ こいし(箔押し入り)   （ホンコワ！アナタノウシロニイルヨ コイシ）,キャラ,0,500,0,緑色,0,1,"幻想郷, 地霊殿","【永】 このカードは相手の効果に選ばれない。
【自】 あなたのアタックフェイズの始めに、あなたは自分の山札の上から1枚を公開する。そのカードが《幻想郷》のキャラなら、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋1000。（公開したカードは元に戻す）
【起】 集中 ［(1) このカードを【レスト】する］ あなたは自分の山札の上から4枚をめくり、控え室に置く。それらのカードのCX1枚につき、あなたは自分の控え室のキャラを1枚まで選び、手札に戻す。"
https://yuyu-tei.jp/sell/ws/card/thp/10231,THP/S130-132S,PR,怨霊も恐れ怯む少女 さとり(箔押し入り)   （オンリョウモオソレヒルムショウジョ サトリ）,キャラ,1,4500,0,緑色,0,1,"幻想郷, 地霊殿","【自】 このカードがアタックした時、CX置場にトリガーアイコンがのCXがあり、他のあなたの《幻想郷》のキャラがいるなら、あなたは自分の山札を上から2枚まで見て、山札の上に好きな順番で置き、そのターン中、このカードのパワーを＋2000。
【自】【CXコンボ】［手札を1枚控え室に置く］ このカードのアタックの終わりに、CX置場に「想起「テリブルスーヴニール」」があり、他のあなたの《幻想郷》のキャラがいるなら、あなたはコストを払ってよい。そうしたら、あなたは自分の山札を上から4枚まで見て、《幻想郷》のキャラを2枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10232,THP/S130-133S,PR,紅魔館のメイド 咲夜(箔押し入り)   （コウマカンノメイド サクヤ）,キャラ,0,1500,0,赤色,0,1,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分のキャラを1枚選び、そのターン中、パワーを＋1000。
【自】 このカードが舞台から控え室に置かれた時、あなたは自分の山札を上から3枚まで見て、CXを1枚まで選んで相手に見せ、手札に加え、残りのカードを控え室に置く。手札に加えたなら、あなたは自分の手札を1枚選び、控え室に置く。"
https://yuyu-tei.jp/sell/ws/card/thp/10233,THP/S130-134S,PR,悪魔の妹 フランドール(箔押し入り)   （アクマノイモウト フランドール）,キャラ,0,1500,0,赤色,0,1,"幻想郷, 紅魔館","【永】 あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋1500。
【自】 あなたのCXフェイズの始めに、次の相手のターンの終わりまで、このカードは次の2つの能力のうちあなたが選んだ1つを得る。『【自】 相手のアタックフェイズの始めに、あなたはこのカードを、前列のキャラのいない枠で、正面に相手のキャラがいる枠に動かしてよい。』『【自】［(1) このカードを控え室に置く］ 他のあなたの《幻想郷》のキャラがフロントアタックされた時、あなたはコストを払ってよい。そうしたら、そのキャラを手札に戻す。』"
https://yuyu-tei.jp/sell/ws/card/thp/10234,THP/S130-135S,PR,快晴の巫女 霊夢(箔押し入り)   （カイセイノミコ レイム）,キャラ,1,3500,0,赤色,0,1,"幻想郷, 博麗神社","【永】 あなたのターン中、あなたのキャラすべてが《幻想郷》なら、このカードのパワーを＋4000。
【自】【CXコンボ】 このカードのアタックの終わりに、CX置場に「夢符「封魔陣」」があるなら、あなたは自分の山札の上から1枚を公開し、自分の控え室のレベルＸ以下の《幻想郷》のキャラを1枚まで選び、手札に戻すかストック置場に置き、公開したカードが「少女綺想曲　ー Dream Battle 霊夢」かレベル1以上のカードなら、次の相手のターンの終わりまで、このカードは次の能力を得る。『【自】 このカードがフロントアタックされた時、あなたはこのカードを手札に戻してよい。』Ｘは公開されたカードのレベルに等しい。（CXのレベルは0として扱う。公開したカードは元に戻す）"
https://yuyu-tei.jp/sell/ws/card/thp/10235,THP/S130-136S,PR,永遠に紅い幼き月 レミリア(箔押し入り)   （エイエンニアカイオサナキツキ レミリア）,キャラ,3,10000,1,赤色,2,2,"幻想郷, 紅魔館","【自】 このカードが手札から舞台に置かれた時、あなたは自分のクロックの上から1枚を、控え室に置いてよい。
【自】【CXコンボ】 このカードがアタックした時、CX置場に「「紅色の幻想郷」」があり、他のあなたの《幻想郷》のキャラが2枚以上なら、あなたは相手の山札を上から2枚まで見て、カードを2枚まで選び、山札の上に好きな順番で置き、残りのカードを控え室に置き、そのターン中、このカードは次の能力を得る。『【自】［(3) 手札を1枚控え室に置き、あなたのCX置場のCXを1枚控え室に置く］ このカードのアタックの終わりに、あなたはコストを払ってよい。そうしたら、相手に1ダメージを2回与える。』（ダメージキャンセルは発生する）"
https://yuyu-tei.jp/sell/ws/card/thp/10236,THP/S130-137S,PR,楽園の素敵な巫女 霊夢(箔押し入り)   （ラクエンノステキナミコ レイム）,キャラ,3,11000,1,赤色,2,2,"幻想郷, 博麗神社",【自】【CXコンボ】 あなたのアタックフェイズの始めに、CX置場に「「夢想天生」」があり、他のあなたの「少女綺想曲　ー Dream Battle 霊夢」がいて、他のあなたの前列のキャラがいないなら、そのターン中、このカードは次の能力を得る。『【自】［(4) 手札の「楽園の素敵な巫女 霊夢」を1枚控え室に置き、手札を4枚控え室に置く］ このカードのアタックの終わりに、あなたはコストを払ってよい。そうしたら、相手に1ダメージを2回、2ダメージを2回、3ダメージを2回、4ダメージを順番に与える。』（ダメージキャンセルは発生する）
